id;title;original_language;release_date;popularity;vote_average;runtime;genre_names;;;
11157;House on the Hill;en;11/05/2012;2.663;3;85;Crime, Horror;;;
11158;Occupational Hazard;en;02/10/2012;0.6;0;8;Comedy, Horror;;;
11159;Potential Employee;en;01/04/2009;0.6;0;4;Comedy, Horror;;;
11160;Bastard;en;16/10/2015;4.506;4.7;82;Horror;;;
11161;Survival;en;11/11/2013;1.074;3;0;Action, Horror;;;
11162;Troublesome Night 3;cn;03/01/1998;1.233;3.3;99;Comedy, Horror;;;
11163;The Third Full Moon;cn;12/05/1994;2.044;0;95;Comedy, Horror;;;
11164;A Dark Place Inside;en;28/02/2014;0.972;1;80;Horror;;;
11165;Billy's Cult;en;04/03/2014;0.6;0;90;Horror;;;
11166;Cam2Cam;en;22/08/2014;4.044;4.5;91;Horror, Thriller;;;
11167;Waterfront Inn;en;01/01/2011;0.932;0;80;Horror, Mystery, Thriller;;;
11168;Seed of Darkness;en;28/12/2006;0.6;6;101;Horror;;;
11169;Krampus;en;26/11/2015;26.847;6.1;98;Comedy, Fantasy, Horror;;;
11170;The Cuckoo in the Clock;en;01/12/2014;0.6;0;74;Horror, Thriller;;;
11171;Tusuk Jelangkung;id;29/03/2003;1.018;6;133;Horror;;;
11172;The Witness;en;21/03/2012;1.379;0;100;Drama, Horror, Mystery;;;
11173;Crowbar;en;08/11/2011;0.623;2;0;Horror;;;
11174;Jersey Shore Massacre;en;22/08/2014;5.293;4.6;88;Comedy, Horror;;;
11175;The Woman in Black 2: Angel of Death;en;30/12/2014;27.191;5.2;98;Drama, Horror, Thriller;;;
11176;Children of a Darker Dawn;en;12/11/2013;0.6;0;107;Horror;;;
11177;Veil;en;14/02/2014;0.6;0;0;Horror;;;
11178;Sinister;en;03/05/2011;2.052;3.4;87;Horror, Mystery;;;
11179;Trust During a Zombie Apocalypse;en;26/06/2014;0.6;0;0;Horror;;;
11180;Sacrificing the Few for the Many;en;01/01/2007;0.6;6;3;Drama, Horror, Science Fiction;;;
11181;My Lucid Dungeon;en;15/04/2014;0.6;0;18;Horror, Science Fiction;;;
11182;Navigation;ko;03/07/2014;1.96;6.5;0;Horror;;;
11183;The Device;en;16/12/2014;3.652;3.5;90;Horror, Science Fiction, Thriller;;;
11184;Pangarap ng Puso;tl;09/08/2000;0.6;4;100;Drama, Horror, Romance;;;
11185;Vampire Boulevard;en;15/01/2004;0.6;0;90;Action, Horror;;;
11186;Creeping Crawling;en;26/10/2012;1.249;2;120;Horror;;;
11187;Miyuki;en;04/10/2007;0.6;0;93;Horror;;;
11188;Fade;en;01/10/2000;0.6;0;22;Fantasy, Horror, Science Fiction, Thriller;;;
11189;Valerie on the Stairs;en;29/12/2006;3.884;5.3;60;Horror, TV Movie;;;
11190;Morella;de;11/11/1997;1.301;3;88;Horror, Science Fiction, Thriller;;;
11191;Sweet Evil;en;18/05/1996;1.662;1;96;Horror, Thriller;;;
11192;The Killer Bra;en;01/01/2010;0.6;5.3;21;Action, Comedy, Horror;;;
11193;Mad in Italy;it;01/01/2011;0.6;5.4;90;Horror, Thriller;;;
11194;Sounds Like;en;17/11/2006;1.931;6;58;Horror, TV Movie;;;
11195;Growing Pains;da;06/09/2014;0.625;1;21;Animation, Horror;;;
11196;Cell 213;en;10/06/2011;4.338;5.2;109;Horror;;;
11197;Felt;en;18/09/2014;1.986;4.8;80;Drama, Horror;;;
11198;Necrophobia 3D;es;18/09/2014;0.629;4.8;75;Horror, Mystery, Thriller;;;
11199;Mostly Ghostly: Have You Met My Ghoulfriend?;en;02/09/2014;10.578;5.8;91;Family, Fantasy, Horror;;;
11200;Divided Into Zero;en;14/08/1999;0.839;5.8;34;Crime, Drama, Horror;;;
11201;Abro Ne Bayie;tw;01/01/2008;0.846;0;95;Horror;;;
11202;The Uncertain Death;es;02/04/1973;0.84;4.2;87;Horror;;;
11203;Grace;en;28/10/2014;13.732;4.8;87;Horror, Thriller;;;
11204;Closed Circuit Extreme;en;24/09/2012;0.964;4.4;98;Horror, Thriller;;;
11205;Kill Me Tomorrow;en;13/10/2005;0.6;0;80;Horror;;;
11206;Evil Things;en;12/12/2012;1.865;4.1;0;Horror, Thriller;;;
11207;Impakto;en;18/01/1996;2.201;0;0;Horror;;;
11208;House of Purgatory;en;21/10/2016;4.966;3.8;75;Horror, Thriller;;;
11209;Lowo Ijo;id;01/01/1987;0.6;0;94;Action, Fantasy, Horror;;;
11210;Impaktita;tl;15/06/1989;0.881;0;115;Horror;;;
11211;A Bad Day at the Cemetery;en;26/07/2008;0.6;0;150;Horror;;;
11212;Fat Planet;en;24/12/2013;1.77;0;83;Comedy, Horror;;;
11213;Sheriff Tom Vs. The Zombies;en;20/04/2013;1.551;5.5;93;Horror;;;
11214;Devotion;en;07/12/2013;0.6;0;85;Drama, Horror;;;
11215;Cute Little Buggers;en;10/02/2017;3.966;5.3;108;Comedy, Horror;;;
11216;Mockingbird;en;07/10/2014;17.578;4.7;81;Horror, Thriller;;;
11217;Zombie Fight Club;zh;23/10/2014;8.332;3.8;95;Action, Horror;;;
11218;Where Evil Dwells;en;01/01/1985;0.741;6.5;33;Horror, Thriller;;;
11219;Black Hearts Bleed Red;en;01/01/1992;0.6;6;16;Horror;;;
11220;Shake, Rattle & Roll;tl;25/12/1984;1.14;5;124;Comedy, Horror;;;
11221;The Burkittsville 7;en;03/10/2000;1.769;4.6;41;Horror;;;
11222;Drakulita;tl;19/08/1969;0.921;0;90;Comedy, Horror, Music;;;
11223;Paranormal Activity Security Squad;en;13/02/2016;1.788;0;92;Comedy, Horror;;;
11224;Takbo... Talon... Tili!!!;tl;01/01/1992;0.6;10;0;Comedy, Fantasy, Horror;;;
11225;Hellmouth;en;17/10/2014;1.711;6.7;95;Horror;;;
11226;Find Me;en;01/09/2014;1.19;4.4;87;Horror;;;
11227;Hiwaga Sa Balete Drive;tl;;;;;;;;
11228;Believe it or Not;cn;;;;;;;;
11229;Kawan Aku Mati Dalam Rumah Sewa;en;14/08/2014;0.6;0;83;Comedy, Horror;;;
11230;Burrp!;es;11/11/1996;1.429;5;35;Horror;;;
11231;Monsters;ru;04/09/1993;0.6;0;89;Action, Drama, Horror;;;
11232;The Eidolon State;en;01/08/2014;0.6;5.5;20;Horror, Thriller;;;
11233;Run, Hide, Die;en;01/09/2015;1.817;4.7;75;Horror, Thriller;;;
11234;Pilgrim Lovers;tl;17/07/2011;0.6;0;84;Drama, Horror, Romance;;;
11235;Paranormal Effect;en;12/01/2010;0.947;8;90;Horror, Mystery, Thriller;;;
11236;Kiss the Girls Goodbye;en;01/01/1997;0.6;0;94;Horror;;;
11237;Alien Beasts;en;04/09/1991;0.6;4.4;75;Horror, Science Fiction;;;
11238;The Asylum;en;01/01/2000;0.659;5;0;Horror;;;
11239;Wolves;en;28/08/2014;10.533;6;90;Action, Horror;;;
11240;Hi I'm Tony;ml;26/07/2014;1.246;4.9;141;Horror, Thriller;;;
11241;Not Like Us;tl;09/11/2011;0.6;8;0;Horror;;;
11242;Blood on the Stars;cy;01/01/1975;0.6;0;60;Comedy, Horror;;;
11243;Bollenti spiriti;it;30/12/1981;2.265;3.7;92;Comedy, Fantasy, Horror, Mystery;;;
11244;The Adventures Of Young Van Helsing - Quest For The Lost Scepter;en;20/04/2004;0.606;0;80;Action, Adventure, Horror;;;
11245;Lovecraft's Pillow;en;06/10/2006;0.607;0;10;Horror;;;
11246;Pay the Ghost;en;16/09/2015;16.709;5.4;94;Horror;;;
11247;Raised by Wolves;en;18/08/2014;5.136;5.5;76;Horror;;;
11248;Deliverance from Evil;en;20/03/2012;1.37;3.2;90;Horror;;;
11249;Demon Summer;en;31/10/2003;0.6;5.5;80;Horror;;;
11250;Dysmorphia;en;26/08/2014;2.003;1.5;88;Comedy, Horror, Science Fiction;;;
11251;Bigfoot Wars;en;10/03/2014;2.327;3.9;75;Action, Adventure, Fantasy, Horror, Mystery, Science Fiction;;;
11252;Lazarus: Apocalypse;en;09/09/2014;1.495;4.9;91;Horror;;;
11253;VIViD;en;11/07/2011;1.691;3.3;80;Horror;;;
11254;Hunting Buddies;en;12/11/2009;0.863;10;0;Drama, Horror, Mystery;;;
11255;Breaking at the Edge;en;01/01/2013;6.768;4.8;85;Horror, Thriller;;;
11256;Maligno;tl;23/06/1977;0.6;6;128;Horror;;;
11257;Yoga Hosers;en;08/07/2016;14.067;4.7;88;Comedy, Fantasy, Horror;;;
11258;Teen Massacre;en;01/01/2004;0.6;0;16;Horror;;;
11259;MR James: Ghost Writer;en;25/12/2013;1.027;8.5;60;Documentary, Fantasy, Horror, TV Movie;;;
11260;Wyrmwood: Road of the Dead;en;19/09/2014;12.431;6.1;98;Action, Comedy, Horror;;;
11261;Halik Ng Vampira;tl;01/01/1997;0.6;0;120;Horror;;;
11262;The Sanctuary;en;01/01/2010;0.6;2;22;Horror, Science Fiction;;;
11263;Fatal Exam;en;23/05/1990;0.911;4.3;112;Horror;;;
11264;The Stranger;en;12/06/2014;6.512;4.7;93;Horror, Mystery, Thriller;;;
11265;Roseville;bg;07/11/2014;1.841;5.6;120;Horror, Mystery, Thriller;;;
11266;Crystal Skulls;en;12/08/2014;42.197;5;88;Adventure, Fantasy, Horror, Mystery, Science Fiction, TV Movie;;;
11267;We Are Still Here;en;05/06/2015;8.94;5.5;83;Horror;;;
11268;The Invasion of Carol Enders;en;05/11/1973;0.912;4;66;Drama, Horror, TV Movie;;;
11269;Keeper of Souls;en;01/01/2001;0.703;1.5;0;Horror;;;
11270;Honeyspider;en;18/10/2014;1.94;3.3;76;Horror, Thriller;;;
11271;Lost Time;en;19/09/2014;3.298;3.3;93;Horror, Science Fiction, Thriller;;;
11272;Listen;en;27/09/1996;0.988;3.3;97;Crime, Horror, Thriller;;;
11273;Killervision;en;01/07/2014;0.986;2.3;0;Horror;;;
11274;Sledge;en;02/09/2014;0.625;2;75;Horror;;;
11275;Phantom of the Big Tent;de;21/12/1954;1.091;0;100;Crime, Horror;;;
11276;Within;en;18/10/2016;12.379;5.5;88;Horror, Thriller;;;
11277;Zombie Allegiance;en;17/10/2010;0.6;0;92;Horror;;;
11278;Aleta: Vampire Mistress;en;27/04/2012;2.575;4.7;86;Action, Fantasy, Horror;;;
11279;Camp Blood First Slaughter;en;20/05/2014;1.718;3.6;73;Horror, Thriller;;;
11280;A Record of Sweet Murder;ja;06/09/2014;3.28;6.9;86;Crime, Horror, Thriller;;;
11281;American Burger;en;17/10/2014;1.909;4.1;90;Comedy, Horror;;;
11282;Supervenus;fr;01/02/2014;0.753;6.9;3;Animation, Comedy, Horror;;;
11283;Wasteland;en;26/10/2013;1.661;4.2;92;Drama, Horror;;;
11284;The Dawn;en;14/02/2006;0.876;3;0;Horror;;;
11285;Paranormal;en;24/10/2009;1.869;1;98;Horror, Mystery, Thriller;;;
11286;Parasite;en;01/01/2004;2.601;5.8;93;Horror;;;
11287;Playhouse;en;14/11/2003;0.6;2;83;Comedy, Horror;;;
11288;Curse of Mardi Gras;en;05/11/2002;0.6;0;78;Horror;;;
11289;The Kiss;en;01/01/2008;1.544;5.8;103;Comedy, Horror, Romance;;;
11290;Farm;en;11/10/2010;0.6;3.2;0;Drama, Horror, Thriller;;;
11291;The Fearmaker;es;25/11/1971;0.765;3.8;93;Horror, Thriller;;;
11292;Stalked;en;01/01/1994;1.12;5;95;Drama, Horror;;;
11293;Nina: Crazy Suicide Girl;en;;;;;;;;
11294;The Stone: No Soul Unturned;en;01/01/2010;0.6;1;89;Horror, Mystery, Thriller;;;
11295;Project: Valkyrie;en;;;;;;;;
11296;Girlfriends;en;01/01/1993;0.6;4;69;Horror;;;
11297;Lidrîs cuadrade di trê;en;31/08/2001;0.6;6;97;Horror;;;
11298;The Rooms;th;01/05/2014;0.6;5;107;Horror;;;
11299;From the Dark;en;14/04/2014;5.75;5.6;90;Horror;;;
11300;The Hive;en;14/09/2015;6.517;5.6;89;Horror, Science Fiction, Thriller;;;
11301;A Sword to Brando;it;14/05/1970;0.911;3;0;Adventure, Horror;;;
11302;Housewife from Hell;en;01/01/1993;0.679;0.5;82;Comedy, Horror;;;
11303;Mummy, I'm a Zombie;es;06/10/2014;4.55;7.2;88;Animation, Fantasy, Horror;;;
11304;Eternal Damn Nation;en;19/03/2014;0.913;3.5;81;Action, Horror, Thriller;;;
11305;The Sheriff's Strange Son;es;01/01/1982;1.642;5.9;83;Fantasy, Horror, Western;;;
11306;Night is the Time For Killing;en;07/01/1975;0.87;6;0;Horror, Mystery;;;
11307;Horrible High Heels;cn;06/01/1996;2.003;4.8;95;Horror;;;
11308;El Pistolero del diablo;es;31/10/1974;0.779;4.4;78;Fantasy, Horror, Western;;;
11309;The Bye Bye Man;en;12/01/2017;24.11;5.2;96;Horror, Thriller;;;
11310;Nong Bua Daeng;th;01/01/1973;0.6;0;124;Horror, Mystery, Romance;;;
11311;Jin;en;21/08/2014;0.6;7.3;90;Horror;;;
11312;El Zorro Escarlata;en;01/01/1959;0.6;5;0;Horror, Western;;;
11313;Shock: My Abstraction of Death;it;01/08/2013;0.6;6;89;Horror;;;
11314;Whistle and I'll Come to You;en;07/05/1968;3.157;6.8;42;Horror, TV Movie;;;
11315;When Death Calls;en;28/04/2012;0.986;2;91;Horror;;;
11316;Brutalos;en;14/05/1998;0.6;0;10;Horror;;;
11317;The Leaf Blower Massacre;en;12/01/2013;0.6;5.5;12;Horror;;;
11318;The Swimmers;th;07/08/2014;5.807;6.2;115;Drama, Horror;;;
11319;A Cry from Within;de;03/04/2014;1.698;4.3;96;Horror, Mystery, Thriller;;;
11320;Varden;no;06/06/2006;0.6;0;0;Horror;;;
11321;Deadville;en;01/05/2010;0.6;5;82;Horror;;;
11322;Dabbe 5: Curse of the Jinn;tr;12/09/2014;4.441;5.2;132;Horror;;;
11323;Creature 3D;hi;12/09/2014;1.545;3.9;134;Horror, Science Fiction;;;
11324;Dying Time;en;14/08/1990;0.6;0;92;Action, Drama, Horror, Thriller;;;
11325;Astonished;en;01/01/1988;1.46;5;93;Drama, Horror, Mystery;;;
11326;Dark Mountain;en;27/10/2013;3.217;4.9;82;Horror, Science Fiction, Thriller;;;
11327;Crazed;en;21/11/2014;1.738;4.8;98;Action, Adventure, Horror, Thriller;;;
11328;The House That Never Dies;zh;18/07/2014;2.146;3.4;90;Horror;;;
11329;Dark Haul;en;04/10/2014;1.997;4.8;90;Horror;;;
11330;Vampire Family;en;31/07/1993;0.6;6;88;Comedy, Horror;;;
11331;Blue Hole;en;01/01/2012;1.373;4.4;12;Fantasy, Horror;;;
11332;A Phantom of the Opera;en;08/10/2014;0.6;0;96;Horror;;;
11333;Scaregivers;en;26/11/2008;1.684;0;108;Comedy, Horror;;;
11334;Lover of the Monster;it;28/04/1974;1.498;5.5;83;Horror;;;
11335;Aftermath;en;31/10/2012;1.406;4.2;0;Action, Horror;;;
11336;Night of Vampyrmania;en;01/01/1993;0.6;0;81;Comedy, Horror;;;
11337;The Sandman;en;05/12/1995;0.945;2.3;90;Horror;;;
11338;The Ugly Ghost;th;12/06/2014;1.095;0;109;Comedy, Horror;;;
11339;The Disappointments Room;en;09/09/2016;11.596;4.6;92;Drama, Horror, Thriller;;;
11340;Eyang Kubur;en;28/11/2013;1.4;0;80;Comedy, Horror;;;
11341;Howl;en;19/09/2013;0.6;0;19;Drama, Horror;;;
11342;Werewolf Rising;en;;;;;;;;
11343;Run Like Hell;en;23/09/2014;1.418;3.6;80;Action, Horror, Thriller;;;
11344;Bloody Knuckles;en;27/07/2014;1.073;4.6;85;Comedy, Horror;;;
11345;The Houses October Built;en;10/10/2014;7.341;5;91;Horror, Thriller;;;
11346;Race War: The Remake;en;21/02/2012;1.399;0;0;Comedy, Horror;;;
11347;Monkey Boy;it;16/03/2009;0.6;9;79;Fantasy, Horror;;;
11348;The Ritual;en;15/08/2009;1.374;3.3;114;Drama, Horror;;;
11349;The Wailing;ko;12/05/2016;20.26;7.3;155;Horror, Mystery;;;
11350;Spoon Wars;en;01/10/2011;0.65;4.6;8;Comedy, Horror, Science Fiction;;;
11351;Dead Rising: Watchtower;en;27/03/2015;9.027;5.1;118;Action, Horror, Science Fiction;;;
11352;Unearthed;en;14/08/2004;1.852;1.7;126;Horror, Science Fiction;;;
11353;Angst, Piss & Shit;no;22/06/2012;0.6;5.4;20;Horror, Thriller;;;
11354;Starve;en;03/10/2014;2.068;4.8;98;Horror, Thriller;;;
11355;Terminal;en;12/02/1996;1.448;6.5;90;Drama, Horror;;;
11356;The Augusta Street Ripper;pt;01/05/2014;0.6;5.1;20;Horror;;;
11357;Nazi Dawn;en;04/02/2014;1.308;0;0;Horror;;;
11358;Night Terrors;en;01/01/2013;0.6;0;98;Comedy, Horror;;;
11359;¡Maldito bastardo!;es;20/05/2008;0.6;5;0;Comedy, Horror;;;
11360;Troublesome Night 4;cn;22/08/1998;5.612;2.3;97;Comedy, Horror;;;
11361;Viking: The Berserkers;en;15/09/2014;2.929;5.4;89;Horror, Thriller;;;
11362;Haunting of Cellblock 11;en;01/07/2014;2.917;4.2;85;Horror, Thriller;;;
11363;The Final Girls;en;09/10/2015;14.058;6.4;91;Comedy, Horror;;;
11364;Troublesome Night 2;cn;13/09/1997;2.894;4.3;96;Comedy, Horror, Thriller;;;
11365;Troublesome Night 5;cn;22/01/1999;1.074;1.5;0;Comedy, Horror;;;
11366;The Levenger Tapes;en;01/09/2013;3.523;4;92;Horror, Thriller;;;
11367;Dead Girls;en;21/09/2014;1.689;4.6;91;Horror;;;
11368;Come and Get Me;en;31/03/2011;0.924;2;90;Horror;;;
11369;Epitaph: Bread and Salt;en;30/07/2013;0.93;1;90;Action, Horror, Science Fiction;;;
11370;Home Made;en;05/02/2008;0.6;3.3;88;Horror;;;
11371;Midsummer Nightmares;en;29/09/2011;0.6;2;92;Horror, Thriller;;;
11372;Dark Water;en;01/01/1980;0.6;5;28;Horror;;;
11373;Bongo: Killer Clown;en;01/07/2014;1.125;5;83;Horror;;;
11374;Chainsaw Killer;en;31/10/2014;1.466;2;80;Horror;;;
11375;Demon Resurrection;en;18/02/2008;1.645;4.3;90;Fantasy, Horror, Science Fiction, Thriller;;;
11376;The Hiding;en;06/10/2009;0.6;5;90;Horror, Thriller;;;
11377;Don't Blink;en;18/09/2014;10.401;4.9;92;Horror;;;
11378;Essence of Echoes;en;17/09/2002;0.665;0;90;Horror;;;
11379;House of the Witchdoctor;en;16/09/2014;1.515;4.9;87;Crime, Horror, Thriller;;;
11380;Legend of the Hillbilly Butcher;en;01/01/2012;0.6;0;0;Horror;;;
11381;Totem & Taboo;en;22/09/2011;1.4;5.5;113;Drama, Horror, Thriller;;;
11382;Utburd;no;02/05/2014;0.6;3.5;72;Horror;;;
11383;The G-string Horror;en;01/01/2012;3.085;6.7;74;Horror, Mystery, Thriller;;;
11384;Lavalantula;en;08/08/2015;10.75;5;83;Horror, Science Fiction, Thriller;;;
11385;Long Live the Dead;en;;;;;;;;
11386;Visitante de invierno;es;03/04/2008;0.697;4.8;0;Horror;;;
11387;Sleepless Nights;en;01/01/2002;1.29;6;90;Drama, Horror, Romance;;;
11388;Til Death;en;30/05/2006;0.6;0;0;Horror;;;
11389;Morbid;en;08/09/2013;0.6;3.5;0;Horror;;;
11390;The Night Divides the Day;en;03/08/2001;0.6;2;125;Horror;;;
11391;The Tunnel;ko;20/08/2014;2.999;5.2;86;Horror, Thriller;;;
11392;President Wolfman;en;;;;;;;;
11393;This Hollow Sacrament;en;27/11/2007;0.6;0;93;Horror;;;
11394;Killing Seven;en;18/01/2013;0.6;0;0;Horror, Thriller;;;
11395;Headless Hero 2;th;02/09/2004;0.882;6;104;Comedy, Horror;;;
11396;Gemini;en;17/12/2014;0.6;0;83;Drama, Horror, Thriller;;;
11397;Murder Story;nl;24/09/1989;1.485;4.5;89;Crime, Horror, Mystery, Thriller;;;
11398;Timmy's Wish;en;01/01/2002;0.6;8.5;10;Comedy, Horror;;;
11399;Bone Tomahawk;en;23/10/2015;19.534;6.8;133;Horror, Western;;;
11400;The Devil Inside Me;en;01/07/2011;0.6;0;90;Horror, Thriller;;;
11401;Ouija;en;25/07/2007;7.327;4.4;95;Drama, Horror, Mystery;;;
11402;Play Hooky;en;18/10/2012;1.264;1.5;74;Crime, Drama, Horror, Thriller;;;
11403;Patient Zero;en;14/09/2018;20.201;5.3;87;Action, Drama, Horror, Thriller;;;
11404;Fizz;en;31/12/1999;0.849;0;5;Comedy, Horror;;;
11405;Night of the Living Dead;en;24/10/2014;1.496;6.5;79;Horror;;;
11406;Incorporeal;en;26/09/2014;0.6;5;66;Horror;;;
11407;Kuolema käy kuusi beessä;fi;16/07/1993;1.34;0;55;Comedy, Horror;;;
11408;Surreal Sicko;en;22/05/2012;2.173;2;70;Horror;;;
11409;The Dirty Sanchez;en;25/10/2013;0.6;5.5;24;Horror;;;
11410;Project Purgatory;en;01/01/2010;1.183;6;81;Horror, Science Fiction;;;
11411;7 Hours Later;hr;15/01/2014;0.6;0;16;Action, Drama, Horror;;;
11412;Mothman;en;12/08/1999;0.66;3.8;0;Horror, Mystery;;;
11413;11:23 - 09:59 (About Fear);en;26/09/2014;1.863;2.8;75;Horror;;;
11414;Look Who's Toxic;en;31/12/1990;0.705;3;90;Horror;;;
11415;Tomcat: Dangerous Desires;en;11/08/1993;1.569;2.8;85;Horror, Thriller;;;
11416;The Murders of Brandywine Theater;en;12/09/2014;0.661;4;71;Horror;;;
11417;Bloody Tease;en;17/02/2004;0.659;5.5;84;Horror;;;
11418;The Haunting of Alice D;en;;;;;;;;
11419;Victim;en;23/05/2013;0.6;3;14;Horror, Thriller;;;
11420;Sreekrishna Parunthu;ml;07/09/1984;1.595;7;154;Fantasy, Horror;;;
11421;Stormy Night;en;23/11/2012;0.6;2;90;Horror, Thriller;;;
11422;Rome Against Rome;en;13/02/1964;1.041;3;98;Action, Adventure, Drama, Fantasy, Horror;;;
11423;Theatre of Fear;en;08/09/2014;2.471;3.9;92;Horror;;;
11424;The Disappeared;en;28/09/2014;0.6;0;16;Horror, Mystery;;;
11425;My Art is Not Dead;en;03/11/2013;0.6;0;11;Animation, Horror;;;
11426;Counter Parts;en;20/09/2014;0.6;0;13;Comedy, Horror;;;
11427;Fear Of Clowns 2;en;18/09/2007;1.634;4.5;107;Horror;;;
11428;Honeymoon;es;19/07/2015;2.681;4.7;96;Horror, Thriller;;;
11429;Legal Innocence;cn;12/06/1993;1.646;7;95;Crime, Horror;;;
11430;The Victorville Massacre;en;26/03/2011;1.227;2;0;Comedy, Horror, Mystery;;;
11431;Squirrels;ru;30/12/2014;0.6;0;0;Horror;;;
11432;The Lady Vampire;ja;07/03/1959;0.6;5.8;78;Horror;;;
11433;Spawn: The Recall;en;13/09/2014;1.623;6.4;7;Horror, Thriller;;;
11434;The Monster of the Opera;it;30/06/1964;0.721;2;80;Horror;;;
11435;The Border;en;15/01/2015;0.676;0;0;Action, Horror;;;
11436;Kingdom Come;en;20/08/2014;4.493;4.7;99;Horror, Mystery;;;
11437;The Demon of Mount Oe;ja;27/04/1960;1.905;5.8;114;Fantasy, Horror;;;
11438;Once Upon a Midnight Scary;en;21/11/1979;0.866;9.2;60;Horror, TV Movie;;;
11439;Suicide DVD;ja;02/04/2005;0.652;5;79;Horror, Thriller;;;
11440;Operation Ragnarok;sv;07/12/2018;3.094;6.5;99;Action, Drama, Horror;;;
11441;Headless;en;22/08/2014;0.914;0;71;Drama, Horror, Thriller;;;
11442;Shockwaves;en;01/01/2013;0.844;0;83;Comedy, Drama, Horror;;;
11443;Attack on Titan;ja;01/08/2015;65.388;5.9;98;Action, Fantasy, Horror, Science Fiction;;;
11444;The Unknown;en;04/05/1964;1.091;0;48;Horror, Science Fiction, TV Movie;;;
11445;The Vampyr: A Soap Opera;en;02/12/1992;0.6;5.7;97;Drama, Fantasy, Horror, Music, Romance;;;
11446;Nasi Tangas;ms;18/09/2014;0.6;4.5;0;Horror;;;
11447;The Minions;en;30/10/2014;1.424;5;11;Horror, Mystery;;;
11448;Last Shift;en;25/10/2014;11.009;6.1;87;Horror, Mystery;;;
11449;Trophy Heads;en;04/06/2014;6.035;5.8;87;Comedy, Horror;;;
11450;Harbinger Down;en;07/08/2015;8.808;4.5;82;Horror, Science Fiction;;;
11451;Blood Brothers;en;01/08/2012;0.6;0;10;Horror;;;
11452;Popularity Killer;en;28/10/2011;0.6;0;20;Horror;;;
11453;Inner Demon;en;30/10/2014;2.129;4.4;85;Horror;;;
11454;Demon Beast Invasion Volume 5;ja;02/01/1994;0.6;0;45;Animation, Horror;;;
11455;Demon Beast Invasion Volume 6;ja;27/05/1994;0.6;0;50;Animation, Horror;;;
11456;Homecoming;en;02/12/2005;4.354;5.8;58;Horror, Thriller, TV Movie;;;
11457;Plague;en;12/05/2015;2.71;4.6;86;Drama, Horror;;;
11458;The Devil Conspiracy;en;10/09/2022;4.141;0;111;Action, Fantasy, Horror;;;
11459;When Harry Met Sally 2 with Billy Crystal and Helen Mirren;en;06/04/2011;1.729;6.3;5;Comedy, Horror;;;
11460;The Revived Monster;es;01/01/1953;1.481;6;73;Horror;;;
11461;Psychomentary;it;08/10/2014;0.6;5.9;76;Horror;;;
11462;Paranormal Adoption;en;28/01/2012;0.851;0;80;Horror, Thriller;;;
11463;Jake's Road;en;23/09/2014;1.906;4.4;0;Action, Horror, Thriller;;;
11464;Black Goblins;th;01/01/1990;1.186;3;91;Action, Adventure, Horror;;;
11465;The Morningside Monster;en;14/01/2014;0.965;4.3;93;Horror;;;
11466;Dracula of Exarcheia;el;17/05/1983;1.073;5.2;87;Comedy, Horror, Music;;;
11467;Devil's Offspring;cn;01/01/1999;0.6;4.8;84;Horror;;;
11468;Bad vs Worse;en;24/10/2012;1.068;5.2;97;Drama, Horror, Thriller;;;
11469;Dude Bro Party Massacre III;en;13/06/2015;6.834;5.8;101;Comedy, Horror;;;
11470;The Roommate;en;15/07/2008;1.372;6;90;Horror, Thriller;;;
11471;Dys-;en;;;;;;;;
11472;La loba;es;01/07/1965;0.774;5.5;78;Horror, Mystery;;;
11473;Finders Keepers;en;18/10/2014;14.844;4.7;85;Horror, Mystery, Thriller;;;
11474;A Light in the Darkness;en;01/01/2002;0.6;2;100;Drama, Horror;;;
11475;Criticized;en;01/01/2006;0.6;7.3;18;Horror;;;
11476;01:58;es;03/10/2014;0.6;4;10;Horror;;;
11477;Ada: Senritsu-hen;ja;13/07/2013;1.4;5.5;70;Horror;;;
11478;Hi-8 (Horror Independent 8);en;16/12/2014;0.752;3.5;98;Comedy, Horror, Science Fiction;;;
11479;The Confessional;en;01/01/2009;1.23;0;117;Action, Crime, Drama, Horror;;;
11480;The Thing on the Doorstep;en;01/01/2014;2.142;4;89;Horror, Mystery, Thriller;;;
11481;Ambition;en;02/06/1991;1.4;4.5;94;Drama, Horror, Thriller;;;
11482;Faust 2.0;sv;17/10/2014;0.6;3;79;Horror;;;
11483;บ้านขังวิญญาณ;th;17/04/2014;0.6;0;0;Fantasy, Horror;;;
11484;Madness;it;18/08/1971;0.879;3.5;78;Horror, Thriller;;;
11485;Sexennial Plan;es;;;;;;;;
11486;The Tour;en;12/09/2014;0.6;0;15;Horror;;;
11487;The Great Unknown;cs;23/10/1970;0.876;0;85;Horror;;;
11488;Finale in Blood;cn;06/11/1993;2.148;5.5;94;Comedy, Fantasy, Horror, Romance;;;
11489;Judge and Jury;en;11/03/1997;0.967;4.3;98;Action, Horror;;;
11490;909 Experiment;en;11/01/2000;1.789;5;92;Horror;;;
11491;Simonland;en;01/01/1984;0.956;0;12;Comedy, Horror;;;
11492;Z;en;26/07/2014;1.1;0;109;Action, Adventure, Drama, Horror, Mystery, Thriller;;;
11493;Roxsy & Me;en;31/10/2014;0.6;0;0;Comedy, Horror;;;
